#,name,type1,type2,total,hp,attack,defence,sp atk,sp def,speed,generation,legendary,strong against,weak against,other,evol level,evol cond,shape,color,height,weight
245,Suicune,Water,,580,100,75,115,90,115,85,2,TRUE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,squiggle,#A8B820,3,36
246,Larvitar,Rock,Ground,300,50,64,50,45,50,41,2,FALSE,"Bug, Fire, Flying, Ice, Electric, Fire, Poison, Rock, Steel","Fight, Grass, Ground, Steel, Water, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",30,None,ball,#A8B820,6,100
247,Pupitar,Rock,Ground,410,70,84,70,65,70,51,2,FALSE,"Bug, Fire, Flying, Ice, Electric, Fire, Poison, Rock, Steel","Fight, Grass, Ground, Steel, Water, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",55,None,bug-wings,#A8B820,10,284
248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,FALSE,"Bug, Fire, Flying, Ice, Ghost, Psychic","Fight, Grass, Ground, Steel, Water, Bug, Fairy, Fight","nan, Immunce to Psychic",#N/A,#N/A,ball,#A8B820,7,115
248,TyranitarMega Tyranitar,Rock,Dark,700,100,164,150,95,120,71,2,FALSE,"Bug, Fire, Flying, Ice, Ghost, Psychic","Fight, Grass, Ground, Steel, Water, Bug, Fairy, Fight","nan, Immunce to Psychic",#N/A,#N/A,bug-wings,#A8B820,12,316
249,Lugia,Psychic,Flying,680,106,90,130,90,154,110,2,TRUE,"Fight, Poison, Bug, Fighting, Grass","Bug, Dark, Ghost, Electric, Ice, Rock","Not Effective Against Dark, Immune to Ground",#N/A,#N/A,armor,#6890F0,5,26
250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90,2,TRUE,"Bug, Grass, Ice, Steel, Bug, Fighting, Grass","Ground, Rock, Water, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,humanoid,#6890F0,12,325
251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,FALSE,"Fight, Poison, Ground, Rock, Water","Bug, Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Not Effective Against Dark, nan",#N/A,#N/A,humanoid,#6890F0,15,550
252,Treecko,Grass,,310,40,45,35,65,55,70,3,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,16,None,legs,#78C850,5,40
253,Grovyle,Grass,,405,50,65,45,85,65,95,3,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,36,None,humanoid,#78C850,10,280
254,Sceptile,Grass,,530,70,85,65,105,85,120,3,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,humanoid,#78C850,13,596
254,SceptileMega Sceptile,Grass,Dragon,630,70,110,75,145,85,145,3,FALSE,"Ground, Rock, Water, Dragon","Bug, Fire, Flying, Ice, Poison, Dragon, Fairy, Ice","nan, Not Effective Against Fairy",#N/A,#N/A,wings,#A8A878,3,23
255,Torchic,Fire,,310,45,60,40,70,50,45,3,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,16,None,wings,#A8A878,7,198
256,Combusken,Fire,Fighting,405,60,85,60,85,60,55,3,FALSE,"Bug, Grass, Ice, Steel, Dark, Ice, Normal, Rock, Steel","Ground, Rock, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",36,None,wings,#6890F0,6,95
257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,FALSE,"Bug, Grass, Ice, Steel, Dark, Ice, Normal, Rock, Steel","Ground, Rock, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A,wings,#6890F0,12,280
257,BlazikenMega Blaziken,Fire,Fighting,630,80,160,80,130,80,100,3,FALSE,"Bug, Grass, Ice, Steel, Dark, Ice, Normal, Rock, Steel","Ground, Rock, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A,humanoid,#F85888,4,66
258,Mudkip,Water,,310,50,70,50,50,50,40,3,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,16,None,humanoid,#F85888,8,202
259,Marshtomp,Water,Ground,405,70,85,70,60,70,50,3,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",36,None,humanoid,#F85888,16,484
260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,armor,#A8B820,5,17
260,SwampertMega Swampert,Water,Ground,635,100,150,110,95,110,70,3,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,bug-wings,#A8B820,8,36
261,Poochyena,Dark,,220,35,55,35,30,30,35,3,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,18,None,legs,#78C850,4,45
262,Mightyena,Dark,,420,70,90,70,60,60,70,3,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,#N/A,#N/A,upright,#78C850,12,392
263,Zigzagoon,Normal,,240,38,30,41,30,41,60,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,20,None,quadruped,#A8A878,8,240
264,Linoone,Normal,,420,78,70,61,50,61,100,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,upright,#A8A878,14,465
265,Wurmple,Bug,,195,45,45,35,20,30,20,3,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,7,"Random, based on personality",humanoid,#A8A878,20,1305
266,Silcoon,Bug,,205,50,35,55,25,25,15,3,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,10,None,armor,#A8B820,5,55
267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,3,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,bug-wings,#A8B820,8,120
268,Cascoon,Bug,,205,50,35,55,25,25,15,3,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,10,None,blob,#A8B820,8,12
269,Dustox,Bug,Poison,385,60,50,70,50,90,65,3,FALSE,"Dark, Grass, Psychic, Fairy, Grass","Fire, Flying, Rock, Ground, Psychic","nan, Not Effective Against Steel",#N/A,#N/A,upright,#A8A878,6,163
270,Lotad,Water,Grass,220,40,30,30,40,50,30,3,FALSE,"Fire, Ground, Rock, Ground, Rock, Water","Electric, Grass, Bug, Fire, Flying, Ice, Poison","nan, nan",14,None,upright,#A8A878,10,405
271,Lombre,Water,Grass,340,60,50,50,60,70,50,3,FALSE,"Fire, Ground, Rock, Ground, Rock, Water","Electric, Grass, Bug, Fire, Flying, Ice, Poison","nan, nan",#N/A,#N/A,upright,#A8A878,15,840
272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,FALSE,"Fire, Ground, Rock, Ground, Rock, Water","Electric, Grass, Bug, Fire, Flying, Ice, Poison","nan, nan",#N/A,#N/A,humanoid,#C03028,10,864
273,Seedot,Grass,,220,40,40,50,30,30,30,3,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,14,None,humanoid,#C03028,23,2538
274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,3,FALSE,"Ground, Rock, Water, Ghost, Psychic","Bug, Fire, Flying, Ice, Poison, Bug, Fairy, Fight","nan, Immunce to Psychic",#N/A,#N/A,legs,#A8A878,2,20
275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,3,FALSE,"Ground, Rock, Water, Ghost, Psychic","Bug, Fire, Flying, Ice, Poison, Bug, Fairy, Fight","nan, Immunce to Psychic",#N/A,#N/A,humanoid,#B8A038,10,970
276,Taillow,Normal,Flying,270,40,55,30,30,30,85,3,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",22,None,quadruped,#A8A878,6,110
277,Swellow,Normal,Flying,430,60,85,60,50,50,125,3,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",#N/A,#N/A,quadruped,#A8A878,11,326
278,Wingull,Water,Flying,270,40,30,30,55,30,85,3,FALSE,"Fire, Ground, Rock, Bug, Fighting, Grass","Electric, Grass, Electric, Ice, Rock","nan, Immune to Ground",25,None,humanoid,#705848,5,110
279,Pelipper,Water,Flying,430,60,50,100,85,70,65,3,FALSE,"Fire, Ground, Rock, Bug, Fighting, Grass","Electric, Grass, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,humanoid,#B8B8D0,6,115
280,Ralts,Psychic,Fairy,198,28,25,25,45,35,40,3,FALSE,"Fight, Poison, Dark, Dragon, Fighting","Bug, Dark, Ghost, Poison, Steel","Not Effective Against Dark, Immune to Dragon",20,None,quadruped,#B8B8D0,4,600
281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,50,3,FALSE,"Fight, Poison, Dark, Dragon, Fighting","Bug, Dark, Ghost, Poison, Steel","Not Effective Against Dark, Immune to Dragon",30,None,quadruped,#B8B8D0,9,1200
282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,3,FALSE,"Fight, Poison, Dark, Dragon, Fighting","Bug, Dark, Ghost, Poison, Steel","Not Effective Against Dark, Immune to Dragon",#N/A,#N/A,upright,#B8B8D0,21,3600
282,GardevoirMega Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100,3,FALSE,"Fight, Poison, Dark, Dragon, Fighting","Bug, Dark, Ghost, Poison, Steel","Not Effective Against Dark, Immune to Dragon",#N/A,#N/A,humanoid,#C03028,6,112
283,Surskit,Bug,Water,269,40,30,32,50,52,65,3,FALSE,"Dark, Grass, Psychic, Fire, Ground, Rock","Fire, Flying, Rock, Electric, Grass","nan, nan",22,None,humanoid,#C03028,13,315
284,Masquerain,Bug,Flying,414,70,60,62,80,82,60,3,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,quadruped,#F8D030,6,152
285,Shroomish,Grass,,295,60,40,60,40,60,35,3,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,23,None,quadruped,#F8D030,15,402
286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,FALSE,"Ground, Rock, Water, Dark, Ice, Normal, Rock, Steel","Bug, Fire, Flying, Ice, Poison, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A,upright,#F8D030,4,42
287,Slakoth,Normal,,280,60,60,60,35,35,30,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,18,None,upright,#F8D030,4,42
288,Vigoroth,Normal,,440,80,80,80,55,55,90,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,36,None,upright,#A8B820,7,177
289,Slaking,Normal,,670,150,160,100,95,65,100,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,humanoid,#A8B820,6,177
290,Nincada,Bug,Ground,266,31,45,90,30,30,40,3,FALSE,"Dark, Grass, Psychic, Electric, Fire, Poison, Rock, Steel","Fire, Flying, Rock, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",20,None,humanoid,#78C850,3,20
291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,arms,#A040A0,4,103
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,3,FALSE,"Dark, Grass, Psychic, Ghost, Psychic","Fire, Flying, Rock, Dark, Ghost","nan, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,arms,#A040A0,17,800
293,Whismur,Normal,,240,64,51,23,51,23,28,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,20,None,fish,#6890F0,8,208
294,Loudred,Normal,,360,84,71,43,71,43,48,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,40,None,fish,#6890F0,18,888
295,Exploud,Normal,,490,104,91,63,91,73,68,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,fish,#6890F0,20,1300
296,Makuhita,Fighting,,237,72,60,30,20,30,25,3,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,24,None,fish,#6890F0,145,3980
297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A,quadruped,#F08030,7,240
298,Azurill,Normal,Fairy,190,50,20,40,20,40,20,3,FALSE,"None, Dark, Dragon, Fighting","Fighting, Poison, Steel","Immune to Ghost; Not Effective Against Ghost, Immune to Dragon",#N/A,#N/A,quadruped,#F08030,19,2200
299,Nosepass,Rock,,375,30,45,135,45,90,30,3,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,#N/A,#N/A,quadruped,#F08030,5,804
300,Skitty,Normal,,260,50,45,45,35,35,50,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,arms,#F85888,7,306
301,Delcatty,Normal,,380,70,65,65,55,55,70,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,upright,#F85888,9,715
302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,3,FALSE,"Ghost, Psychic, Ghost, Psychic","Bug, Fairy, Fight, Dark, Ghost","Immunce to Psychic, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,upright,#A8A878,11,50
302,SableyeMega Sableye,Dark,Ghost,480,50,85,125,85,115,20,3,FALSE,"Ghost, Psychic, Ghost, Psychic","Bug, Fairy, Fight, Dark, Ghost","Immunce to Psychic, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,armor,#E0C068,7,150
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,FALSE,"Fairy, Ice, Rock, Dark, Dragon, Fighting","Fight, Fire, Ground, Poison, Steel","Immune to Poison, Immune to Dragon",#N/A,#N/A,bug-wings,#E0C068,11,153
303,MawileMega Mawile,Steel,Fairy,480,50,105,125,55,95,50,3,FALSE,"Fairy, Ice, Rock, Dark, Dragon, Fighting","Fight, Fire, Ground, Poison, Steel","Immune to Poison, Immune to Dragon",#N/A,#N/A,wings,#E0C068,20,820
304,Aron,Steel,Rock,330,50,70,100,40,40,30,3,FALSE,"Fairy, Ice, Rock, Bug, Fire, Flying, Ice","Fight, Fire, Ground, Fight, Grass, Ground, Steel, Water","Immune to Poison, nan",32,None,humanoid,#78C850,4,513
305,Lairon,Steel,Rock,430,60,90,140,50,50,40,3,FALSE,"Fairy, Ice, Rock, Bug, Fire, Flying, Ice","Fight, Fire, Ground, Fight, Grass, Ground, Steel, Water","Immune to Poison, nan",42,None,humanoid,#78C850,13,774
306,Aggron,Steel,Rock,530,70,110,180,60,60,50,3,FALSE,"Fairy, Ice, Rock, Bug, Fire, Flying, Ice","Fight, Fire, Ground, Fight, Grass, Ground, Steel, Water","Immune to Poison, nan",#N/A,#N/A,wings,#A8A878,4,12
306,AggronMega Aggron,Steel,,630,70,140,230,60,80,50,3,FALSE,"Fairy, Ice, Rock","Fight, Fire, Ground",Immune to Poison,#N/A,#N/A,wings,#7038F8,11,206
307,Meditite,Fighting,Psychic,280,30,40,55,40,55,60,3,FALSE,"Dark, Ice, Normal, Rock, Steel, Fight, Poison","Fairy, Flying, Psychic, Bug, Dark, Ghost","Not Effective Against Ghost, Not Effective Against Dark",37,None,upright,#A8A878,13,403
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,FALSE,"Dark, Ice, Normal, Rock, Steel, Fight, Poison","Fairy, Flying, Psychic, Bug, Dark, Ghost","Not Effective Against Ghost, Not Effective Against Dark",#N/A,#N/A,squiggle,#A040A0,27,525
308,MedichamMega Medicham,Fighting,Psychic,510,60,100,85,80,85,100,3,FALSE,"Dark, Ice, Normal, Rock, Steel, Fight, Poison","Fairy, Flying, Psychic, Bug, Dark, Ghost","Not Effective Against Ghost, Not Effective Against Dark",#N/A,#N/A,ball,#B8A038,10,1680
309,Electrike,Electric,,295,40,45,40,65,40,65,3,FALSE,"Flying, Water",Ground,Not Effective Against Ground,26,None,ball,#B8A038,12,1540
310,Manectric,Electric,,475,70,75,60,105,60,105,3,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A,fish,#6890F0,4,19
310,ManectricMega Manectric,Electric,,575,70,75,80,135,80,135,3,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A,fish,#6890F0,9,236
311,Plusle,Electric,,405,60,50,40,85,75,95,3,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A,armor,#6890F0,6,115
312,Minun,Electric,,405,60,40,50,75,85,95,3,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A,armor,#6890F0,11,328
313,Volbeat,Bug,,400,65,73,55,47,75,85,3,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,#N/A,#N/A,arms,#E0C068,5,215
314,Illumise,Bug,,400,65,47,55,73,75,85,3,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,#N/A,#N/A,arms,#E0C068,15,1080
315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,FALSE,"Ground, Rock, Water, Fairy, Grass","Bug, Fire, Flying, Ice, Poison, Ground, Psychic","nan, Not Effective Against Steel",#N/A,#N/A,blob,#B8A038,10,238
316,Gulpin,Poison,,302,70,43,53,43,53,40,3,FALSE,"Fairy, Grass","Ground, Psychic",Not Effective Against Steel,26,None,blob,#B8A038,15,604
317,Swalot,Poison,,467,100,73,83,73,83,55,3,FALSE,"Fairy, Grass","Ground, Psychic",Not Effective Against Steel,#N/A,#N/A,armor,#B8A038,7,125
318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,FALSE,"Fire, Ground, Rock, Ghost, Psychic","Electric, Grass, Bug, Fairy, Fight","nan, Immunce to Psychic",30,None,upright,#B8A038,15,682
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,FALSE,"Fire, Ground, Rock, Ghost, Psychic","Electric, Grass, Bug, Fairy, Fight","nan, Immunce to Psychic",#N/A,#N/A,fish,#6890F0,6,74
319,SharpedoMega Sharpedo,Water,Dark,560,70,140,70,110,65,105,3,FALSE,"Fire, Ground, Rock, Ghost, Psychic","Electric, Grass, Bug, Fairy, Fight","nan, Immunce to Psychic",#N/A,#N/A,squiggle,#6890F0,62,1620
320,Wailmer,Water,,400,130,70,35,70,35,60,3,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,40,None,ball,#A8A878,3,8
321,Wailord,Water,,500,170,90,45,90,45,60,3,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,upright,#A8A878,10,220
322,Numel,Fire,Ground,305,60,60,40,65,45,35,3,FALSE,"Bug, Grass, Ice, Steel, Electric, Fire, Poison, Rock, Steel","Ground, Rock, Water, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",33,None,ball,#705898,6,23
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,FALSE,"Bug, Grass, Ice, Steel, Electric, Fire, Poison, Rock, Steel","Ground, Rock, Water, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,upright,#705898,11,125
323,CameruptMega Camerupt,Fire,Ground,560,70,120,100,145,105,20,3,FALSE,"Bug, Grass, Ice, Steel, Electric, Fire, Poison, Rock, Steel","Ground, Rock, Water, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,arms,#705898,8,150
324,Torkoal,Fire,,470,70,85,140,85,70,20,3,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A,humanoid,#705898,16,306
325,Spoink,Psychic,,330,60,25,35,70,80,60,3,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,32,None,quadruped,#78C850,20,1000
326,Grumpig,Psychic,,470,80,45,65,90,110,80,3,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,arms,#F85888,6,10
327,Spinda,Normal,,360,60,60,60,60,60,60,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,quadruped,#705848,12,470
328,Trapinch,Ground,,290,45,100,45,45,45,10,3,FALSE,"Electric, Fire, Poison, Rock, Steel","Grass, Ice, Water",Immune to Electric; Not Effective Against Flying,35,None,upright,#F85888,6,140
329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,FALSE,"Electric, Fire, Poison, Rock, Steel, Dragon","Grass, Ice, Water, Dragon, Fairy, Ice","Immune to Electric; Not Effective Against Flying, Not Effective Against Fairy",45,None,humanoid,#98D8D8,7,168
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,FALSE,"Electric, Fire, Poison, Rock, Steel, Dragon","Grass, Ice, Water, Dragon, Fairy, Ice","Immune to Electric; Not Effective Against Flying, Not Effective Against Fairy",#N/A,#N/A,ball,#98D8D8,15,2565
331,Cacnea,Grass,,335,50,85,40,85,40,35,3,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,32,None,fish,#98D8D8,8,395
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,FALSE,"Ground, Rock, Water, Ghost, Psychic","Bug, Fire, Flying, Ice, Poison, Bug, Fairy, Fight","nan, Immunce to Psychic",#N/A,#N/A,fish,#98D8D8,11,876
333,Swablu,Normal,Flying,310,45,40,60,40,75,50,3,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",35,None,quadruped,#98D8D8,14,1506
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,FALSE,"Dragon, Bug, Fighting, Grass","Dragon, Fairy, Ice, Electric, Ice, Rock","Not Effective Against Fairy, Immune to Ground",#N/A,#N/A,ball,#6890F0,4,525
334,AltariaMega Altaria,Dragon,Fairy,590,75,110,110,110,105,80,3,FALSE,"Dragon, Dark, Dragon, Fighting","Dragon, Fairy, Ice, Poison, Steel","Not Effective Against Fairy, Immune to Dragon",#N/A,#N/A,squiggle,#6890F0,17,270
335,Zangoose,Normal,,458,73,115,60,60,60,90,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,squiggle,#6890F0,18,226
336,Seviper,Poison,,458,73,100,60,100,60,65,3,FALSE,"Fairy, Grass","Ground, Psychic",Not Effective Against Steel,#N/A,#N/A,fish,#6890F0,10,234
337,Lunatone,Rock,Psychic,440,70,55,65,95,85,70,3,FALSE,"Bug, Fire, Flying, Ice, Fight, Poison","Fight, Grass, Ground, Steel, Water, Bug, Dark, Ghost","nan, Not Effective Against Dark",#N/A,#N/A,fish,#6890F0,6,87
338,Solrock,Rock,Psychic,440,70,95,85,55,65,70,3,FALSE,"Bug, Fire, Flying, Ice, Fight, Poison","Fight, Grass, Ground, Steel, Water, Bug, Dark, Ghost","nan, Not Effective Against Dark",#N/A,#N/A,humanoid,#7038F8,6,421
339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",30,None,quadruped,#7038F8,11,1105
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,quadruped,#7038F8,15,1026
341,Corphish,Water,,308,43,80,65,50,35,35,3,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,30,None,blob,#B8B8D0,6,952
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,FALSE,"Fire, Ground, Rock, Ghost, Psychic","Electric, Grass, Bug, Fairy, Fight","nan, Immunce to Psychic",#N/A,#N/A,arms,#B8B8D0,12,2025
343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,FALSE,"Electric, Fire, Poison, Rock, Steel, Fight, Poison","Grass, Ice, Water, Bug, Dark, Ghost","Immune to Electric; Not Effective Against Flying, Not Effective Against Dark",36,None,heads,#B8B8D0,16,5500
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,FALSE,"Electric, Fire, Poison, Rock, Steel, Fight, Poison","Grass, Ice, Water, Bug, Dark, Ghost","Immune to Electric; Not Effective Against Flying, Not Effective Against Dark",#N/A,#N/A,humanoid,#B8A038,17,2300
345,Lileep,Rock,Grass,355,66,41,77,61,87,23,3,FALSE,"Bug, Fire, Flying, Ice, Ground, Rock, Water","Fight, Grass, Ground, Steel, Water, Bug, Fire, Flying, Ice, Poison","nan, nan",40,None,humanoid,#98D8D8,18,1750
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,FALSE,"Bug, Fire, Flying, Ice, Ground, Rock, Water","Fight, Grass, Ground, Steel, Water, Bug, Fire, Flying, Ice, Poison","nan, nan",#N/A,#N/A,humanoid,#B8B8D0,19,2050
347,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,FALSE,"Bug, Fire, Flying, Ice, Dark, Grass, Psychic","Fight, Grass, Ground, Steel, Water, Fire, Flying, Rock","nan, nan",40,None,wings,#7038F8,14,400
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,FALSE,"Bug, Fire, Flying, Ice, Dark, Grass, Psychic","Fight, Grass, Ground, Steel, Water, Fire, Flying, Rock","nan, nan",#N/A,#N/A,wings,#7038F8,20,600
349,Feebas,Water,,200,20,15,20,10,55,80,3,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,fish,#6890F0,45,3520
350,Milotic,Water,,540,95,60,79,100,125,81,3,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,upright,#E0C068,35,9500
351,Castform,Normal,,420,70,70,70,70,70,70,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,squiggle,#7038F8,70,2065
352,Kecleon,Normal,,440,60,90,70,60,120,40,3,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,humanoid,#B8B8D0,3,11
353,Shuppet,Ghost,,295,44,75,35,63,33,45,3,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",37,None,humanoid,#F85888,17,608
354,Banette,Ghost,,455,64,115,65,83,63,65,3,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,quadruped,#78C850,4,102
354,BanetteMega Banette,Ghost,,555,64,165,75,93,83,75,3,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,quadruped,#78C850,11,970
355,Duskull,Ghost,,295,20,40,90,30,90,25,3,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",37,None,quadruped,#78C850,22,3100
356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,upright,#F08030,5,62
